,actor_name,actor_facebook_likes,actor_oscar_nom
2792,Joseph Julian Soria,465.0,
2793,David Mann,378.0,
2794,Jamey Sheridan,168.0,
2795,Thekla Reuten,191.0,
2796,Dave Foley,401.0,
2797,Harriet Walter,119.0,
2798,Keram Malicki-Sánchez,333.0,
2799,Jan Cornet,76.0,
2800,Ron Eldard,385.0,
2801,Jesper Christensen,100.0,
2802,Jason Beghe,297.0,
2803,Thomas Law,55.0,
2804,Damien Garvey,37.0,
2805,Leo Howard,570.0,
2806,Marc John Jefferies,441.0,
2807,James Gammon,311.0,
2808,Vera Miles,332.0,
2809,John Wood,92.0,
2810,Jan Hooks,367.0,
2811,Chi Ling Chiu,62.0,
2812,Mark Feuerstein,417.0,
2813,Shaun Toub,206.0,
2814,Tom Hollander,555.0,
2815,Robert Miano,216.0,
2817,Vincent Regan,447.0,
2818,Ariel Gade,87.0,
2819,Tiffany Dupont,249.0,
2820,Dequina Moore,41.0,
2821,Dustin Nguyen,220.0,
2822,Christopher Guest,378.0,
2823,Vanessa Angel,384.0,
2824,Susie Essman,99.0,
2825,Ricardo Montalban,641.0,
2826,Katherine Waterston,178.0,
2827,Caity Lotz,941.0,
2828,Eric McCormack,440.0,
2829,Ty Olsson,429.0,
2830,Dexter Fletcher,452.0,
2831,Charlie Saxton,224.0,
2832,Bill Lake,18.0,
2833,Randy Jones,174.0,
2834,Guang Li,10.0,
2835,Garrett Clayton,532.0,
2836,Yuqi Zhang,33.0,
2837,Laura Spencer,368.0,
2838,George Coulouris,11.0,
2839,Aaron Ashmore,750.0,
2840,Traci Dinwiddie,281.0,
2841,Michael Lieber,36.0,
2842,Maggie Wheeler,282.0,
2843,Michael Spears,839.0,
2845,Erin O'Brien,634.0,
2846,David Agranov,308.0,
2847,Jenni 'Jwoww' Farley,230.0,
2848,Ryûnosuke Kamiki,10.0,
2849,Sophie Nélisse,526.0,
2850,Mel Ferrer,134.0,
2851,Kyra Nichols,0.0,
2852,Shawn Roberts,529.0,
2853,Angelica Lee,39.0,
2854,Carla Gallo,798.0,
2855,Amy Yasbeck,424.0,
2856,Ken Davitian,165.0,
2857,Raquel Welch,788.0,
2858,Louis Mandylor,312.0,
2859,Lindsay Duncan,171.0,
2860,David Alan Basche,68.0,
2861,Olivia d'Abo,476.0,
2862,Roger Ashton-Griffiths,144.0,
2863,Susan May Pratt,220.0,
2864,Alex Borstein,566.0,
2865,Marie Avgeropoulos,800.0,
2867,Dennis Franz,376.0,
2868,Paul Freeman,193.0,
2869,Annie Parisse,341.0,
2870,Shelley Long,422.0,
2871,Shaun Evans,204.0,
2872,Karen Young,67.0,
2874,Kerry Condon,416.0,
2875,Khulan Chuluun,12.0,
2876,Michael Beck,278.0,
2877,Suzie Steen,258.0,
2878,Burghart Klaußner,43.0,
2879,Anna Harr,290.0,
2880,Brad Renfro,551.0,
2881,Nora von Waldstätten,30.0,
2882,Simón Andreu,35.0,
2883,John Amplas,177.0,
2884,Brigitte Nielsen,312.0,
2885,Mari Koda,152.0,
2886,Shawn Andrews,67.0,
2887,Elaine Cassidy,203.0,
2888,Carrie Henn,626.0,
2890,Patrick Gallagher,306.0,
2891,Owain Yeoman,459.0,
2892,Molly Shannon,636.0,
2893,Chris Kattan,357.0,
2894,Valente Rodriguez,234.0,
2895,Adam Boyer,503.0,
2896,Hana Mae Lee,751.0,
2897,Larry the Cable Guy,400.0,
2898,Kevin Clash,436.0,
2899,Elizabeth Blackmore,150.0,
2900,Harland Williams,503.0,
2901,Clé Bennett,122.0,
2902,David Murray,96.0,
2903,Brady Corbet,287.0,
2904,Jess Harnell,262.0,
2905,Jan-Michael Vincent,642.0,
2906,Rick Gomez,152.0,
2907,Tamara Tunie,508.0,
2908,Gretchen Palmer,73.0,
2909,Ron Lester,255.0,
2910,Atticus Shaffer,787.0,
2911,Vincent Walsh,118.0,
2912,Jessika Van,921.0,
2913,Alonna Shaw,67.0,
2914,Joe Cornish,115.0,
2915,Amy Sedaris,396.0,
2916,Don Pardo,410.0,
2917,Alexandra Holden,326.0,
2918,Marian Seldes,403.0,
2919,Jon Polito,309.0,
2920,Natasha Richardson,708.0,
2921,Kad Merad,55.0,
2922,Jodie Whittaker,304.0,
2923,Emily Alyn Lind,289.0,
2924,Tanya van Graan,170.0,
2925,Trond Fausa,57.0,
2926,Jake Lloyd,626.0,
2927,Ryôko Hirosue,46.0,
2928,Pei-Pei Cheng,21.0,
2929,Tony Jay,384.0,
2930,Bobby Campo,292.0,
2931,Ji-won Ha,80.0,
2932,Megan Charpentier,340.0,
2933,Georgina Cates,38.0,
2934,Sylvia Syms,48.0,
2935,Tessa Thompson,431.0,
2936,Adam Lamberg,738.0,
2937,Conchata Ferrell,658.0,
2938,Virginia Capers,22.0,
2939,JoAnna Garcia Swisher,983.0,
2941,Tim Daly,511.0,
2942,Matthew Daddario,110.0,
2943,Luke Benward,807.0,
2944,Erica Leerhsen,184.0,
2945,Hutch Dano,316.0,
2946,Joey Lawrence,786.0,
2947,Firass Dirani,239.0,
2948,Cinda McCain,646.0,
2949,Akie Kotabe,614.0,
2950,Patrick Bergin,308.0,
2951,Nina Hoss,164.0,
2952,Cam Clarke,173.0,
2953,The Edge,67.0,
2954,Adrian Paul,786.0,
2955,Brian Van Holt,324.0,
2956,Keith Allen,66.0,
2957,Kyla Pratt,417.0,
2958,Nicole de Boer,319.0,
2959,Anna Madeley,49.0,
2960,Susan Ward,397.0,
2961,Agnes Bruckner,400.0,
2962,Eduardo Noriega,278.0,
2963,Kalim Chandler,134.0,
2964,Gustav Fröhlich,23.0,
2965,Cyril Raffaelli,297.0,
2966,Vladimir Garin,13.0,
2967,Petchtai Wongkamlao,45.0,
2968,JJ Feild,794.0,
2969,Gina Bellman,476.0,
2970,Wendy Crewson,248.0,
2971,Gael Le Cornec,165.0,
2972,Hans Matheson,627.0,
2973,Lucy Gaskell,55.0,
2974,Rodrigo De la Serna,57.0,
2975,Daniel Wu,353.0,
2976,Saurabh Shukla,56.0,
2977,Andrea Martin,179.0,
2978,Linda Kozlowski,162.0,
2979,Steve Gonsalves,130.0,
2980,Mike Nawrocki,12.0,
2981,Roger Guenveur Smith,266.0,
2982,Lance Gross,849.0,
2983,Bethany Joy Lenz,855.0,
2984,Eliza Coupe,490.0,
2985,Sharon Lawrence,215.0,
2986,Julie Kavner,233.0,
2987,Angela Featherstone,102.0,
2988,Todd Boyce,15.0,
2989,Ruth Sheen,44.0,
2990,Shawn Yue,32.0,
2991,Katherine LaNasa,329.0,
2992,Olaf Lubaszenko,3.0,
2993,Stephen Marcus,230.0,
2994,Marian Dziedziel,2.0,
2995,Bruno Ganz,653.0,
2996,Lola Dueñas,114.0,
2997,Paul Brannigan,50.0,
2998,Stephanie Danielson,391.0,
2999,Sean Kingston,69.0,
3000,Rodney Eastman,125.0,
3001,Patrick Wayne,439.0,
3002,Brett Cullen,350.0,
3003,Mark Webber,442.0,
3004,Dom DeLuise,842.0,
3006,Kate del Castillo,345.0,
3007,Sonoya Mizuno,145.0,
3008,Orson Bean,216.0,
3009,Ella Wahlestedt,587.0,
3010,Kazunari Ninomiya,85.0,
3011,David Dencik,94.0,
3012,Josie Loren,528.0,
3013,Kathryn Morris,573.0,
3014,Sarita Choudhury,257.0,
3015,Daniel Auteuil,370.0,
3016,Meghan Heffern,153.0,
3017,Ian Gomez,155.0,
3018,Luke Treadaway,305.0,
3019,Nikola Djuricko,164.0,
3020,Tara Platt,461.0,
3021,Dean Dawson,81.0,
3022,Aden Young,238.0,
3023,Louis Herthum,157.0,
3024,Margo Harshman,668.0,
3026,Sheila Hancock,32.0,
3027,Eric Schweig,322.0,
3028,Gabriel Damon,320.0,
3029,Bin Won,517.0,
3030,Randall 'Tex' Cobb,255.0,
3031,Jason George,528.0,
3032,Jason Cottle,17.0,
3033,Eric Winter,954.0,
3035,Michael Palin,561.0,
3036,Katherine Boecher,188.0,
3037,Kirby Bliss Blanton,329.0,
3038,Jerry Nelson,94.0,
3039,Ashley Ashida Dixon,9.0,
3040,Richard Dysart,122.0,
3041,Kathryn Erbe,301.0,
3042,Kelvin Taylor,939.0,
3044,Anne Meara,837.0,
3045,Joanna 'JoJo' Levesque,826.0,
3046,Edi Gathegi,725.0,
3047,Rosemarie DeWitt,536.0,
3049,Martin Semmelrogge,21.0,
3050,Jonny Weston,328.0,
3051,Veronika Dash,223.0,
3052,Aleksa Palladino,255.0,
3053,Joseph Cross,398.0,
3054,Kelly Clarkson,281.0,
3055,Nick Damici,65.0,
3056,Sabrina Ferilli,98.0,
3057,Michael Harding,165.0,
3058,Erin Boyes,46.0,
3059,Péter Fancsikai,2.0,
3060,Ni Yan,4.0,
3061,Yuanyuan Gao,32.0,
3062,Meisa Kuroki,33.0,
3063,Kenneth Cranham,111.0,
3064,Michael Dorman,168.0,
3065,Kelly LeBrock,445.0,
3066,Connor Corum,116.0,
3067,Matt Marr,85.0,
3068,Tetsu Watanabe,6.0,
3069,Ching Wan Lau,27.0,
3070,Peter Cushing,1000.0,
3071,Klaus Kinski,396.0,
3072,Selton Mello,68.0,
3073,Matt Prokop,734.0,
3074,Alicia Keys,551.0,
3075,Gabrielle Carteris,330.0,
3076,Bud Cort,394.0,
3077,Fiona Glascott,55.0,
3078,Steven Berkoff,293.0,
3079,Sheridan Smith,156.0,
3080,Alan Van Sprang,147.0,
3081,Max Casella,275.0,
3082,Andrew Keegan,835.0,
3083,Wayne Pygram,163.0,
3084,Anthony Zerbe,275.0,
3085,David Kennedy,35.0,
3086,Sean Harris,641.0,
3087,Lina Esco,79.0,
3088,Deborra-Lee Furness,71.0,
3089,Gary Lockwood,117.0,
3090,Dee Wallace,725.0,
3091,Marc Donato,450.0,
3092,Kelli Williams,446.0,
3093,Johnny Flynn,102.0,
3094,Boman Irani,154.0,
3095,Taylor Handley,362.0,
3096,Eduardo Verástegui,377.0,
3097,Eric Elmosnino,29.0,
3098,Keegan Connor Tracy,392.0,
3099,Richard Beymer,249.0,
3100,Kevin Nealon,503.0,
3101,Patricia Belcher,322.0,
3103,Andrew Lawrence,563.0,
3104,Hayley Kiyoko,542.0,
3105,Vanity,841.0,
3106,Austin O'Brien,211.0,
3107,Al Leong,730.0,
3108,Kevin Tighe,472.0,
3109,Oona Laurence,424.0,
3110,Herbert Lom,278.0,
3111,Jessica Capshaw,533.0,
3112,Clarence Williams III,475.0,
3113,Richard Lynch,324.0,
3114,Nicholas Turturro,269.0,
3115,Simon Rhee,67.0,
3116,Lindy Booth,683.0,
3117,Paul Ben-Victor,218.0,
3118,Zayn Malik,734.0,
3119,Allison Tolman,562.0,
3120,Chad Allen,232.0,
3121,Mark Moses,353.0,
3122,Clotilde Mollet,3.0,
3123,Iddo Goldberg,269.0,
3124,Tamala Jones,405.0,
3125,Toby Huss,342.0,
3126,Evan Ross,616.0,
3127,Waris Ahluwalia,110.0,
3129,Tracey Walter,324.0,
3130,Tim DeKay,436.0,
3131,Stephanie Vogt,35.0,
3132,Maria Dizzia,139.0,
3133,Eddie 'Piolin' Sotelo,252.0,
3134,John Neville,387.0,
3135,Rekha,200.0,
3136,Scott A. Martin,414.0,
3137,Norah Jones,329.0,
3138,Sergej Trifunovic,175.0,
3139,Karen Mok,83.0,
3140,Cheryl Tiegs,96.0,
3141,Claire Foy,362.0,
3142,Aitana Sánchez-Gijón,130.0,
3143,Ryan Donowho,181.0,
3144,Dulé Hill,922.0,
3145,Michael Winslow,542.0,
3146,Andrés Montiel,61.0,
3147,Jared Gilman,545.0,
3148,Harvey Weinstein,474.0,
3149,Reef Ireland,52.0,
3150,Leonor Watling,161.0,
3151,Gyton Grantley,109.0,
3152,Craig Fairbrass,258.0,
3153,Mishael Morgan,152.0,
3154,Charlotte Bøving,10.0,
3155,Jesse Moss,136.0,
3156,Luke Perry,608.0,
3157,Victor Rivers,228.0,
3159,Roger Cross,290.0,
3160,Joe Flaherty,176.0,
3161,Michaela McManus,476.0,
3162,Steven Michael Quezada,412.0,
3163,Edwin Neal,371.0,
3164,Paul Michael Glaser,343.0,
3165,Earl Cameron,189.0,
3166,Shanley Caswell,383.0,
3167,Alessandro Preziosi,26.0,
3168,Alex Vincent,189.0,
3169,Tucker Albrizzi,203.0,
3171,Crystal Lowe,318.0,
3172,Tate Taylor,150.0,
3173,Nicky Katt,127.0,
3174,Katherine Kelly Lang,170.0,
3175,John Carradine,300.0,
3176,Garry Shandling,591.0,
3177,Jun Kunimura,5.0,
3178,Heather Morris,892.0,
3179,Chatchai Plengpanich,6.0,
3180,Adrienne Barbeau,602.0,
3181,Julie Engelbrecht,41.0,
3182,Vince Colosimo,62.0,
3183,Thure Lindhardt,197.0,
3184,Ronit Elkabetz,168.0,
3185,Steven Waddington,212.0,
3186,Maïwenn,236.0,
3187,James Arnold Taylor,296.0,
3188,Jami Gertz,847.0,
3190,David Hemmings,178.0,
3191,Louisa Milwood-Haigh,6.0,
3192,Max Beesley,218.0,
3193,Sung-kee Ahn,15.0,
3194,Casey Siemaszko,107.0,
3195,Clive Standen,687.0,
3196,Orla Fitzgerald,8.0,
3197,Madhuri Dixit,551.0,
3199,Bergüzar Korel,197.0,
3200,Jim Henson,985.0,
3201,Lindsay Price,499.0,
3202,Angela Cartwright,209.0,
3203,Howard Morris,161.0,
3204,Steven Christopher Parker,150.0,
3205,Frances Lee McCain,107.0,
3206,Megan Burns,32.0,
3207,Marques Houston,363.0,
3208,Lynn Whitfield,434.0,
3209,David Denman,332.0,
3210,Lola Glaudini,342.0,
3211,Dabney Coleman,345.0,
3212,Natalie Stephany Aguilar,163.0,
3213,George Lazenby,314.0,
3214,Heather Langenkamp,449.0,
3215,Sean Michael Afable,801.0,
3216,Richard Howland,290.0,
3217,Omar Metwally,277.0,
3218,Ben Falcone,265.0,
3219,Vince Vieluf,261.0,
3220,Robbie Kay,629.0,
3221,Laurel Holloman,273.0,
3222,Marina Sirtis,649.0,
3223,Mick Lally,5.0,
3224,Karen Pittman,12.0,
3225,Tony Devon,257.0,
3226,Larry Drake,513.0,
3227,Chris Owen,526.0,
3228,Zen McGrath,63.0,
3229,Takeshi Kusao,5.0,
3230,Roy Dupuis,265.0,
3231,Josh Henderson,920.0,
3232,Ruby Lin,20.0,
3233,Lucy Fry,206.0,
3234,Mark Wingett,524.0,
3235,Helena Mattsson,505.0,
3236,Anita Mui,147.0,
3237,Reda Kateb,154.0,
3238,Paul Gross,329.0,
3239,Brenda Strong,266.0,
3240,Edouard Baer,59.0,
3241,Om Puri,163.0,
3242,Michael McElhatton,415.0,
3243,Nathin Butler,65.0,
3244,Mary Goggin,249.0,
3245,Elyas M'Barek,150.0,
3246,Aki Aleong,284.0,
3247,Lois Maxwell,177.0,
3248,Cynthia Rhodes,174.0,
3249,Ian Mune,18.0,
3250,Geoffrey Holder,547.0,
3251,Sakina Jaffrey,109.0,
3252,Michael J. Burg,68.0,
3253,Hervé Villechaize,387.0,
3254,Shauna Macdonald,239.0,
3255,Michael Jordan,366.0,
3256,Allison Miller,479.0,
3258,Ken Foree,649.0,
3259,Rick Fox,256.0,
3260,Matthew McGrory,340.0,
3261,Elizabeth MacRae,29.0,
3262,Fred Melamed,105.0,
3263,Teddy Sears,343.0,
3265,George Wendt,412.0,
3266,David Gulpilil,93.0,
3267,Nathaniel Lees,43.0,
3268,Preity Zinta,860.0,
3269,Randy Couture,518.0,
3270,Tim Guinee,259.0,
3271,Cheryl Ladd,476.0,
3272,Terence Hill,750.0,
3273,Isabelle Nanty,54.0,
3274,Chris Pontius,218.0,
3275,Susie Abromeit,216.0,
3277,Yuriy Tsurilo,4.0,
3278,David Della Rocco,333.0,
3279,Wendee Lee,62.0,
3280,Kate Higgins,35.0,
3281,Justin Edward Seale,147.0,
3282,Johanna Wokalek,66.0,
3283,Jason Cerbone,83.0,
3284,Mélissa Désormeaux-Poulin,66.0,
3285,Silvio Muccino,29.0,
3286,Brendan Coyle,418.0,
3287,Fernanda Machado,39.0,
3288,Magda Szubanski,46.0,
3289,Lloyd Avery II,26.0,
3290,Rosanna DeSoto,63.0,
3291,Len Cariou,167.0,
3292,Marin Hinkle,230.0,
3293,Paula Kelly,112.0,
3294,Juliane Köhler,36.0,
3295,Sara-Marie Maltha,2.0,
3296,Chulpan Khamatova,51.0,
3297,Mark Bazeley,54.0,
3298,Fortunato Cerlino,9.0,
3299,Stevie Wonder,328.0,
3300,Ted Cassidy,566.0,
3303,Rodney Dangerfield,573.0,
3304,Kelly Jo Minter,101.0,
3305,John D'Leo,245.0,
3306,Ossie Davis,282.0,
3307,Richard Norton,155.0,
3308,Tuppence Middleton,888.0,
3309,Tamara Glynn,256.0,
3310,Brandon Smith,106.0,
3311,Daryl Hannah,0.0,
3312,Annette Badland,497.0,
3313,Windell Middlebrooks,308.0,
3314,Jason Dohring,828.0,
3315,Miriam Shor,261.0,
3316,Ryan Bollman,91.0,
3317,Monda Scott,77.0,
3318,Lynne Thigpen,230.0,
3319,Warren Oates,288.0,
3320,Michael Elphick,34.0,
3321,Bryan Dick,104.0,
3322,Kari Wuhrer,514.0,
3323,Kendrick Cross,529.0,
3324,Nathalie Baye,67.0,
3326,Pat Buchanan,2.0,
3327,Sean Cook,816.0,
3328,Blake Ritson,432.0,
3329,Leslie Carlson,20.0,
3330,Shawn Parsons,485.0,
3331,Tygo Gernandt,20.0,
3333,John Billingsley,323.0,
3334,Nathan Jones,635.0,
3335,Belinda Stewart-Wilson,223.0,
3336,Parminder Nagra,528.0,
3337,Wayne Brady,378.0,
3338,Mithun Chakraborty,284.0,
3339,Pablo Rosso,9.0,
3340,Alexis Biesiada,11.0,
3341,Richard Bull,742.0,
3342,Avery Schreiber,110.0,
3343,François Berléand,86.0,
3344,Luke Kirby,210.0,
3345,Kati Outinen,67.0,
3346,Albert Dupontel,46.0,
3347,Hitoshi Matsumoto,17.0,
3348,Cree Kelly,39.0,
3349,Synnøve Macody Lund,52.0,
3350,Adam Butcher,259.0,
3352,Bill Erwin,191.0,
3353,Bipasha Basu,282.0,
3354,John Gallagher Jr.,338.0,
3355,Amiah Miller,509.0,
3356,Jessica Lindsey,89.0,
3357,Brendon Eggertsen,119.0,
3359,Robert J. Wilke,53.0,
3360,Gloria Sandoval,358.0,
3361,Rory Cochrane,407.0,
3362,Jack Thompson,155.0,
3363,Constance Shulman,804.0,
3364,Edwin Hodge,200.0,
3365,Cameron Mills,694.0,
3366,Lindsay Wagner,970.0,
3367,Peter Mark Richman,120.0,
3368,Kim Darby,152.0,
3369,Daniel Giménez Cacho,43.0,
3370,Clifton James,189.0,
3371,Kathleen Kinmont,120.0,
3372,Deborah Foreman,190.0,
3373,William Sanderson,400.0,
3374,Ryan Robbins,270.0,
3375,Claire Geare,78.0,
3378,Colleen O'Shaughnessey,45.0,
3379,Stéphane Rousseau,28.0,
3380,Kerr Smith,591.0,
3381,Carl Weathers,794.0,
3382,Matt Berry,572.0,
3383,Guillaume Denaiffe,0.0,
3384,Michael Lonsdale,135.0,
3385,Tim Thomerson,162.0,
3386,Bobby Batson,849.0,
3387,Jane Adams,280.0,
3388,Tim Russ,625.0,
3389,Darryl Cox,96.0,
3390,Bhoomika Chawla,45.0,
3391,Megan Ambuhl Graner,0.0,
3392,Don Gordon,59.0,
3393,Paul Fix,116.0,
3394,Marc Trottier,680.0,
3395,Patch Darragh,309.0,
3396,Daniel Stewart Sherman,29.0,
3397,Jacqueline Bisset,522.0,
3398,Sandra Staggs,21.0,
3399,Tony Corvillo,93.0,
3400,Doug Bradley,337.0,
3401,John Stamos,2000.0,
3402,Cyndi Lauper,732.0,
3403,Irène Jacob,316.0,
3404,Sofia Black-D'Elia,266.0,
3405,Cody Howard,763.0,
3406,Ivan Barnev,12.0,
3407,Takashi Miike,1000.0,
3408,Lukas Haas,733.0,
3409,Lou Perryman,28.0,
3410,Bob Dylan,476.0,
3411,Isild Le Besco,40.0,
3412,Diganth,0.0,
3413,Gary Farmer,580.0,
3414,Jacques Gamblin,52.0,
3415,Douglas Smith,480.0,
3416,Matthew Sunderland,10.0,
3417,Bubba Smith,760.0,
3418,Christopher Atkins,511.0,
3419,James Fleet,398.0,
3420,Richard Basehart,169.0,
3421,Indiana Evans,560.0,
3422,Kevin Michael Richardson,441.0,
3424,Juan Luis Galiardo,26.0,
3425,Sarah Drew,416.0,
3426,Gerardo Taracena,154.0,
3427,Fedja van Huêt,20.0,
3428,Yeong-ae Lee,126.0,
3429,Clovis Fouin,12.0,
3430,Anthony Chau-Sang Wong,96.0,
3431,Dominique McElligott,356.0,
3432,Artyom Bogucharskiy,2.0,
3433,Sana Saeed,82.0,
3434,Dove Cameron,570.0,
3435,Sameer Ali Khan,26.0,
3436,Jonathan Crombie,517.0,
3437,Michael J. Morris,298.0,
3438,James Fox,146.0,
3439,Rawiri Paratene,20.0,
3440,Claude-Oliver Rudolph,9.0,
3441,Aleksey Chadov,28.0,
3442,Susan Clark,95.0,
3443,Duane Jones,108.0,
3444,Dorothy Lamour,178.0,
3445,Harold Gould,222.0,
3447,Lorelei Linklater,193.0,
3448,Dr. Dre,231.0,
3451,Alan Taylor,12.0,
3452,Aaron Hughes,113.0,
3453,Gina McKee,291.0,
3454,Balinese Tari Legong Dancers,0.0,
3455,Eva LaRue,576.0,
3456,Leos Carax,227.0,
3457,Kathleen Robertson,774.0,
3458,Jordan Trovillion,163.0,
3459,Alan Williams,29.0,
3460,Danny Arroyo,575.0,
3461,Enrique Villén,27.0,
3462,Michael Cerveris,238.0,
3463,Tiffany Thornton,248.0,
3464,Clemens Schick,29.0,
3465,Angelo Tsarouchas,246.0,
3466,Elena Lyadova,45.0,
3467,Bonnie Lee Bouman,11.0,
3468,Marian Marsh,12.0,
3469,Shannon Woodward,637.0,
3470,Jessica McNamee,129.0,
3471,Rachel Sterling,134.0,
3473,George Reeves,384.0,
3474,Reece Ritchie,236.0,
3475,Howard Keel,244.0,
3476,Seu Jorge,69.0,
3477,Reginald Owen,78.0,
3478,Susan Blommaert,64.0,
3479,Jamie Farr,421.0,
3480,Barnard Hughes,89.0,
3481,Lloyd Bridges,575.0,
3482,Larenz Tate,582.0,
3484,Kate Dickie,191.0,
3485,Master P,118.0,
3486,Frank Vincent,356.0,
3488,Soledad Villamil,88.0,
3489,Gloria Votsis,209.0,
3490,Dan Hicks,328.0,
3491,Zaide Silvia Gutiérrez,16.0,
3492,Johanna Mørck,4.0,
3493,Mykel Shannon Jenkins,294.0,
3494,Christian Campbell,168.0,
3495,Ash Cook,133.0,
3496,Jerry Brown,3.0,
3497,Shelly Varod,145.0,
3498,Joe Egan,53.0,
3499,Sofie Gråbøl,108.0,
3500,Adrian Gonzalez,69.0,
3501,Matt Gerald,585.0,
3502,John Simm,472.0,
3503,Rus Blackwell,144.0,
3504,Alexandra Rapaport,69.0,
3505,Darren McGavin,577.0,
3506,Perry King,251.0,
3507,Agame Malembo-Emene,2.0,
3508,Terry Walters,390.0,
3509,Wilson Guerrero,11.0,
3510,Gert Fröbe,202.0,
3512,Molly Ephraim,332.0,
3513,Daoming Chen,10.0,
3514,Robert Rusler,359.0,
3515,Adelaide Kane,810.0,
3516,Victoria Leigh,419.0,
3517,Mikki Padilla,65.0,
3518,Gregory Sierra,162.0,
3519,Eric Stuart,82.0,
3520,Ron Palillo,316.0,
3522,Leslie Jordan,805.0,
3524,LisaGay Hamilton,178.0,
3525,Deon Richmond,209.0,
3526,Seth Green,0.0,
3528,Jimmy Jean-Louis,407.0,
3529,Ariane Labed,63.0,
3530,Robert Neary,168.0,
3531,A. Michael Baldwin,174.0,
3532,Jessica De Gouw,476.0,
3533,Lisa Ray,329.0,
3535,Zach Galligan,233.0,
3536,George Hamilton,341.0,
3537,Stuart Margolin,350.0,
3538,Grace Gummer,481.0,
3539,Nambitha Mpumlwana,64.0,
3540,Joe Howard,26.0,
3541,Ji-tae Yu,78.0,
3542,Michael Bolten,399.0,
3543,Robb Wells,324.0,
3544,Héctor Jiménez,327.0,
3545,Kevin Gage,366.0,
3546,Harry Treadaway,260.0,
3547,Megalyn Echikunwoke,476.0,
3548,Megan Hilty,341.0,
3549,William Atherton,317.0,
3550,Amanda Mealing,37.0,
3551,Kostja Ullmann,38.0,
3552,Betsy Russell,298.0,
3553,Patti LuPone,325.0,
3554,Darren Keefe Reiher,27.0,
3555,Kristi Clainos,124.0,
3556,Ashley Martin,302.0,
3557,Alex Meraz,606.0,
3558,Sarah Rafferty,810.0,
3559,David Bianchi,715.0,
3560,Shantel VanSanten,747.0,
3561,Brooke Newton,779.0,
3562,Jack Taylor,39.0,
3563,Cybill Shepherd,536.0,
3564,Matheus Nachtergaele,14.0,
3565,Glenn Ford,416.0,
3566,Patrick Bauchau,158.0,
3567,Patrick Brammall,96.0,
3568,Gregory Cruz,234.0,
3569,Paula Jai Parker,247.0,
3570,Joe E. Brown,103.0,
3571,Terry,421.0,
3572,Sanjay Dutt,426.0,
3573,Patricia Richardson,222.0,
3574,Kelly Reno,81.0,
3575,Neeru Bajwa,85.0,
3576,Frank Hvam,33.0,
3577,Cesar Romero,370.0,
3578,Ariane Schluter,3.0,
3579,Tom Everett,84.0,
3580,Agata Trzebuchowska,64.0,
3582,Gabrielle Reece,52.0,
3583,Nacho Vigalondo,76.0,
3584,Nick Searcy,272.0,
3585,Joel Fuhrman,2.0,
3586,Zackary Steven Graham,118.0,
3588,La'Princess Jackson,309.0,
3589,Michael Weston,379.0,
3590,Hans Weingartner,12.0,
3591,Michel Côté,16.0,
3592,Ato Essandoh,265.0,
3593,Christopher Simpson,41.0,
3594,Joshua Ormond,291.0,
3595,Tal Bachman,4.0,
3597,Carly Schroeder,261.0,
3598,Emily Pearson,12.0,
3599,Rüdiger Vogler,10.0,
3600,Cecilia Pillado,625.0,
3601,Emmanuel Kabongo,677.0,
3602,Kevin Leslie,159.0,
3604,Deems Taylor,0.0,
3605,Sebastian Aguilar,0.0,
3606,Dana Kimmell,31.0,
3607,Melanie Kinnaman,27.0,
3608,Kayla Ewell,399.0,
3610,Ethan Peck,800.0,
3611,Zohra Segal,79.0,
3612,Daniel Kash,52.0,
3613,Per Christian Ellefsen,21.0,
3614,Arturo Castro,22.0,
3615,Martha Higareda,718.0,
3616,David Proval,354.0,
3617,Michael Chapman,366.0,
3618,Maria Doyle Kennedy,308.0,
3619,Daniela Bianchi,201.0,
3620,Jessica Dublin,30.0,
3621,Alan Autry,360.0,
3622,John Beck,66.0,
3623,Ruby Harris,189.0,
3624,Brock Peters,226.0,
3625,Brendan Sexton III,148.0,
3626,Julia Taylor Ross,44.0,
3627,Ulrich Mühe,284.0,
3628,Charles Linton,6.0,
3629,Albert Delpy,8.0,
3630,Jorge Salinas,79.0,
3631,Sarah Clarke,482.0,
3633,Shelley Waggener,248.0,
3634,Brendan Mackey,5.0,
3635,George W. Bush,125.0,
3636,Emily Ratajkowski,625.0,
3637,Gano Grills,147.0,
3638,Tawny Kitaen,194.0,
3639,Peter Stickles,51.0,
3640,Ronny Dayag,0.0,
3641,Dick Cheney,21.0,
3642,Buzz Aldrin,142.0,
3643,Krysta Rodriguez,131.0,
3644,Nathan Parsons,357.0,
3645,Stephane Gauger,3.0,
3646,Bobby Deol,89.0,
3647,Neil Maskell,246.0,
3648,Sanjay Mishra,85.0,
3649,Jansen Panettiere,488.0,
3650,Kent McCord,196.0,
3651,Michael McLafferty,152.0,
3652,Kenneth Nkosi,18.0,
3653,Sean Rogerson,113.0,
3654,Tommy Knight,94.0,
3655,William Lee Scott,167.0,
3656,Tim Rice,27.0,
3657,Charlotte Rae,430.0,
3658,Linus Roache,303.0,
3659,Mario Cimarro,453.0,
3660,Everett Sloane,29.0,
3661,Ben Schwartz,463.0,
3662,Lex Barker,57.0,
3663,Zero Mostel,164.0,
3664,Eddie Vedder,562.0,
